order_date,category,units_sold,inventory_on_hand,unit_price,_injected_anomaly
05-Feb-24,groceries,634,1173,$8.86,
02-11-2024,Clothing,322,816,40.24,
04/19/2025, Toys ,218,541,25.95,
01-05-2023,Groceries,541,1591,8.13,
"Oct 21, 2024",electronics,204,577,252.16,
"Mar 17, 2023",toys,171,437,25.85,
05-06-2023,Groceries,528,1533,$8.50,
08-12-2023, Clothing,na,715,40.43,
02/25/2023,Cloting,366,944,$38.66,
21-Mar-24,Electronics,382,940,249.16,
14-03-2025,Furniture,131,387,$391.71,
2023.06.19,furniture,103,304,408.41,
07-03-2023,toys,152,333,25.74,
21-09-2023,Electroncs,197,,250.44,
"Apr 03, 2023", groceries ,657,1607,8.1,
09-05-2025, furniture,130,277,404.8,
19-08-2023,furniture, ,197,386.33,
2023.12.11, Clothing,420,786,"41,89",
11-12-2024,CLOTHING,569,1537,$38.33,
10-06-2025,Grocery,633,1886,8.83,
2023.08.02, groceries ,571,1257,$8.89,
06-05-2024,Grocery,638,1169,N/A,
25-Jun-23, furniture,98,249,$399.90,
2024.07.29,CLOTHING,305,873,39.34,
23-12-2023,furniture,123,233,$397.11,
"Apr 13, 2024",Furniture,126,212,403.97,
15-03-2025,FURNITURE ,136,223,417.05,
03-Nov-23,CLOTHING,316,771,N/A,
2024.10.25, Toys ,106,280,25.63,
2023.06.23,clothing,270,465,$41.79,
13-05-2023,Electroncs,232,685,$242.53,
16-05-2025, Electronics ,1221,2009,238.55,spike
07-06-2024, Electronics ,247,722,254.22,
"Aug 22, 2024",Furniture,88,na,NULL,
17-05-2024,CLOTHING,314,784,38.63,
06-11-2023,GROCERIES ,568,1172,$8.10,
04-05-2023,Clothing,462,783,$41.48,
14-Jun-25,Toys, ,N/A,25,
"Sep 30, 2024",TOYS,116,207,25.6,
30-Oct-23,ELECTRONICS,175,365,258.12,
12-Dec-23,GROCERIES ,773,1659,$8.41,
23-Oct-23,Cloting,233,,41.93,
20-Jul-24, Electronics ,225,472,"260,28",
2024.03.30,Groceries,632,1293,8.3,
"Feb 11, 2024",Clothing,356,585,$40.86,
10/21/2023,furniture,66,127,402.74,
07-06-2023,groceries,607,1637,"8,74",
29-Apr-24, groceries ,646,1835,$8.86,
24-08-2024,electronics,183,489,258.76,
08/31/2024, furniture,70,206,$379.34,
06/21/2025, furniture,110,278,$413.30,
06-Jul-23,toys,173,409,26.1,
27-Dec-23,Clothing,532,1049,41.67,
2025.02.16,toys,209,333,$24.69,
23-Feb-24,Electroncs,268,622,250.26,
2025.06.18,Furniture,-157,428,$386.00,
2025.05.09,GROCERIES ,605,1799,"8,44",
27-Feb-23,Toyz,201,329,25.72,
01/26/2024,electronics,255,671,260.83,
"Jun 04, 2023", furniture,95,176,$381.96,
2025.06.14,Electroncs,306,621,248.61,
18-Dec-24, Electronics ,NULL,,249.64,
2023.10.20,clothing,189,310,"39,53",
10-06-2023,Electroncs,245,509,261.21,
10-09-2024,FURNITURE ,106,null,$413.88,
08-Jul-24,Toyz,-151,232,N/A,
30-Dec-24,Grocery,-702,1916,$8.63,
01/30/2025,TOYS,229,350,23.86,
26-09-2024,toys,125,246,,
"Aug 03, 2024",CLOTHING,242,625,40.86,
2024.06.07,Groceries,485,1412,8.89,
29-Aug-23,Furniture,81,214,"384,96",
04/15/2023, groceries ,613,1347,8.74,
03-Jun-24,Electronics,287,726,254.48,
2025.04.29,Toys,N/A,643,$24.84,
07-04-2024,TOYS,190,451,24.81,
02-Oct-24, Electronics ,248,730,$246.00,
02-02-2023, Clothing,415,955,$40.00,
"Dec 24, 2024",TOYS,271,641,$24.43,
19-Aug-23,Toys,107,208,25.44,
20-Apr-23,ELECTRONICS,340,738,242.63,
"Nov 27, 2023",FURNITURE ,120,189,388.88,
"Jul 09, 2024",FURNITURE ,125,263,$400.79,
"Feb 16, 2023",FURNITURE ,124,266,$401.27,
02-03-2023, Clothing,431,1102,38.56,
09-02-2025, Clothing,393,718,41.79,
24-04-2023, furniture,118,199,417.27,
06-Oct-23,FURNITURE ,66,139,402.2,
"Jul 04, 2024",electronics,290,684,$262.36,
12/15/2024,groceries,646,1518,8.79,
19-May-23,Electroncs,251,476,258.23,
11/19/2023,groceries,605,1502,8.14,
05/23/2024,Toys,211,513,24.43,
"Apr 05, 2023",Furnitature,149,335,401.05,
06/26/2025, groceries ,669,1744,8.86,
01-Jul-24,Furniture,103,284,412.21,
16-Jun-24,Electroncs,280,733,$256.38,
25-10-2024, groceries ,356,873,$8.51,
"Mar 04, 2025",GROCERIES ,851,2307,8.44,
04/13/2025,Furniture,153,349,402.04,
05/17/2025, groceries ,621,1323,8.35,
04-06-2023,clothing,321,664,41.55,
07-Nov-24,CLOTHING,417,864,40.8,
2023.05.19,Clothing,359,601,41.57,
21-12-2024,Groceries,647,1802,8.47,
05/26/2025,CLOTHING,414,?,39.3,
2023.12.31,Groceries,718,1817,8.55,
2024.07.16,Grocery,604,1274,8.64,
2025.06.15,groceries,573,1512,8.71,
2024.11.06, groceries , ,1705,8.14,
2025.04.12,FURNITURE ,-147,239,380.56,
"Jun 13, 2024", Toys ,182,341,$24.77,
19-12-2023,GROCERIES ,828,2413,8.57,
14-Mar-24,furniture,158,301,"396,14",
24-03-2025,CLOTHING,476,881,38.39,
"Apr 15, 2024",clothing,436,988,$39.65,
2024.12.17, Toys ,266,496,?,
2024.01.19,TOYS,152,313,24.8,
"Mar 24, 2024",ELECTRONICS,23,44,241.81,drop
18-Jun-23,GROCERIES ,540,1621,$8.76,
25-01-2025,Cloting,392,717,39.5,
23-09-2023,Furniture,?,148,$404.11,
2024.07.27,Groceries,403,,8.73,
